Date,Alpha,R_squared,N_obs,Residual_Std,Beta_Mkt-RF,Beta_SMB,Beta_HML,Beta_RMW,Beta_CMA,Beta_Sector_Return
2020-04-23,,,0,,,,,,,
2020-04-24,,,0,,,,,,,
2020-04-27,,,0,,,,,,,
2020-04-28,,,0,,,,,,,
2020-04-29,,,0,,,,,,,
2020-04-30,,,0,,,,,,,
2020-05-01,,,0,,,,,,,
2020-05-04,,,0,,,,,,,
2020-05-05,,,0,,,,,,,
2020-05-06,,,0,,,,,,,
2020-05-07,,,0,,,,,,,
2020-05-08,,,0,,,,,,,
2020-05-11,,,0,,,,,,,
2020-05-12,,,0,,,,,,,
2020-05-13,,,0,,,,,,,
2020-05-14,,,0,,,,,,,
2020-05-15,,,0,,,,,,,
2020-05-18,,,0,,,,,,,
2020-05-19,,,0,,,,,,,
2020-05-20,,,0,,,,,,,
2020-05-21,,,0,,,,,,,
2020-05-22,,,0,,,,,,,
2020-05-26,,,0,,,,,,,
2020-05-27,,,0,,,,,,,
2020-05-28,0.006285905921258663,0.5102861819278607,100,0.04632224528785966,-1.7321196892768445,-0.2563650438149153,0.3889630139931751,-3.201669860742501,-2.029395581078518,3.100860844409267
2020-05-29,0.006313789915513666,0.5110178754270598,101,0.04609360172531822,-1.7274656819434075,-0.25906791254615485,0.38730624426042204,-3.2008946073081757,-2.0323224686472328,3.0963575769444764
2020-06-01,0.0064112390891795865,0.5114031628453366,102,0.045889181610713106,-1.712463371236054,-0.26325128357456584,0.3806484742628846,-3.198275660596702,-2.0708664943053385,3.0828351730954706
2020-06-02,0.006841664629072401,0.5121113311068051,103,0.0458625061352502,-1.7472693198789335,-0.2811894909845499,0.4030300953593029,-3.215898521087891,-2.1033237630316015,3.118521345772915
2020-06-03,0.006496265814640571,0.5109463961814256,104,0.045735005447255256,-1.727401397058686,-0.2857197095647308,0.4017338002121315,-3.198660274655172,-2.1890566297710157,3.093687763266807
2020-06-04,0.00625891152622679,0.5101675429582889,105,0.045555723472303924,-1.7024445893444593,-0.2773584972763447,0.38133644266818056,-3.2119822975434165,-2.207187514099072,3.0691308164176965
2020-06-05,0.006491179813754877,0.5104296957992183,106,0.04537354132732108,-1.7042184589202156,-0.27886619590084033,0.3986834403053054,-3.178874792261136,-2.1794105944843727,3.0647860720533155
2020-06-08,0.006526634252540129,0.5106822285451171,107,0.04516214755962466,-1.7028798024971286,-0.2788922839476061,0.4014265544363692,-3.1748710523803867,-2.182214314126048,3.0633202860267534
2020-06-09,0.006947573860723202,0.5128017701683658,108,0.04505712067466738,-1.7642320614864566,-0.2757381936381464,0.4245205741815152,-3.3103773516881074,-1.9953076107820253,3.1349302157217425
2020-06-10,0.006867098963072804,0.512909997482896,109,0.044863050721526465,-1.770570588010294,-0.27120407057280277,0.42782647988390976,-3.3242940237746392,-1.9615872248078663,3.142454417969674
2020-06-11,0.007447848178734557,0.49991037941102867,110,0.04557194260214963,-1.657518652071186,-0.26177756585054224,0.28956116184809133,-3.2289653279668373,-2.0293730062504145,3.0476183977034634
2020-06-12,0.007425483891717911,0.5038796467440502,111,0.04536714045782753,-1.6542298782567182,-0.2596263324258573,0.28999669672409445,-3.230917429239101,-2.025451664877348,3.0458567046449003
2020-06-15,0.006871854662200059,0.500297392821841,112,0.0454392220720926,-1.6903744545138681,-0.2620457498838697,0.25295941005846173,-3.220981582766809,-1.98165065115954,3.087622881096088
2020-06-16,0.007014289971861735,0.5025076057300403,113,0.04526062819287911,-1.6788763070935886,-0.2370397910424579,0.24258113276022109,-3.2533677538892736,-1.9610824488273608,3.0791508828771605
2020-06-17,0.006796502597594834,0.5016280734226262,114,0.04511753367314606,-1.6720387458134773,-0.2591456374000216,0.2605552031318965,-3.291411767971272,-2.024510061900919,3.0657067916348666
2020-06-18,0.0066659497894793595,0.5009969773839953,115,0.044949390921854675,-1.6610278483420804,-0.24263313875754883,0.25963573683383545,-3.2650029297844556,-2.0170345892895556,3.0521396180878773
2020-06-19,0.006694648545061089,0.5009818514442812,116,0.044756332125321596,-1.6563521340299996,-0.24197436383874713,0.25978505837216176,-3.267031062523688,-2.0220764238916566,3.0471720211205864
2020-06-22,0.006519226003884397,0.5002088459770513,117,0.04460638986962557,-1.6706641119744772,-0.23761590717523576,0.2522405088880647,-3.2296915284293126,-1.9912637312501464,3.063547736599524
2020-06-23,0.006180736617789602,0.49572884044429777,118,0.044627401405597344,-1.6639775706288042,-0.2778105455962867,0.2898658468312503,-3.200653539629489,-2.0253211353652394,3.0450632427184763
2020-06-24,0.00620238793636673,0.49571304937218474,119,0.04444030541343031,-1.66418642546786,-0.27609904423294074,0.287772164695716,-3.193997862309738,-2.0246859610902908,3.0455026500197366
2020-06-25,0.006050415920971473,0.4977555148624224,120,0.04428188076905953,-1.642379927899773,-0.2790589267687994,0.2960804285254653,-3.1876499684891426,-2.082603515962684,3.024123345485799
2020-06-26,0.006163002994854758,0.49781530251681094,121,0.04411023007939196,-1.6272662380737248,-0.27355850120353786,0.29838999988961556,-3.2181592140534763,-2.0663175925454893,3.0096756459666523
2020-06-29,0.006318509376356966,0.49854501267258566,122,0.0439552477523658,-1.6396090827632281,-0.2484741559383051,0.27528966241632774,-3.2202733622982063,-1.9528962133050847,3.023717760272408
2020-06-30,0.006890217662923843,0.49184069966016486,123,0.04415459527453597,-1.6422763086720746,-0.1587965462021183,0.2303278991564342,-2.977228806028629,-1.8022294828904906,3.0297936815973525
2020-07-01,0.007160555357865678,0.49343595722086686,124,0.04407834669969568,-1.6230214995261667,-0.16851889660054897,0.2413699169449336,-3.0115594747978065,-1.847573253159297,3.013716646706624
2020-07-02,0.007054482896482946,0.4930022413043508,125,0.043955229504583686,-1.61379817249203,-0.11729557028935897,0.22489212656433516,-3.016751111821978,-1.6796846571515684,3.004170199826504
2020-07-06,0.007715791528583673,0.48363016556197336,126,0.044407954188991496,-1.579021472156429,-0.08328522893424634,0.1896887270923373,-2.908831441180863,-1.6101268582841008,2.9733978357433672
2020-07-07,0.00817854367147328,0.48543948338786624,126,0.04501947416758852,-1.772117935950921,-0.1925117891131784,0.22655594687929126,-2.95149367575396,-1.4867142755834735,3.19975741200593
2020-07-08,0.00821975408996667,0.4853265806759275,126,0.04502159547350028,-1.7700631300170107,-0.19454796646850775,0.2276620364631775,-2.9652187721770877,-1.485411586941643,3.1976313634883384
2020-07-09,0.007589841046050327,0.4795848953306986,126,0.04527173809942133,-1.7593719623455866,-0.1835328969513239,0.21521237152888828,-2.8954893584136774,-1.4230336446631786,3.181449940764569
2020-07-10,0.007300857079115711,0.48024991341909873,126,0.045179214340209044,-1.7698999007021787,-0.17821258939028634,0.21929776884872249,-2.886604661736559,-1.3973432666992374,3.189675704799298
2020-07-13,0.00865871472808578,0.4713940506113389,126,0.0459455892969272,-1.79246425819619,-0.2688350448522131,0.350957327378815,-2.790097092329723,-1.5123093901346958,3.1929616274467043
2020-07-14,0.008879794859082774,0.47229400779160635,126,0.045972158615734116,-1.8058244861040538,-0.2720568868191301,0.356199501173154,-2.7683059677320623,-1.4374882875262416,3.2033962161904928
2020-07-15,0.008061157568321455,0.48701814118897224,126,0.044986386903428995,-1.887770325553126,-0.31822869383410135,0.4031264631547018,-2.873104695646881,-1.563604177960479,3.278819509959
2020-07-16,0.007955185737870886,0.48700384907477623,126,0.04498118648401691,-1.8888525224156925,-0.3318568565174802,0.40773614692528815,-2.866053790712699,-1.5800747154166133,3.279269417297767
2020-07-17,0.007975989635903019,0.4873765919663505,126,0.044938070052188424,-1.8221387890462724,-0.29693260075330413,0.3797514934735731,-2.8321447615020285,-1.6467665192739314,3.2118502576356716
2020-07-20,0.008089552977021587,0.48837604780464017,126,0.04488058602726657,-1.826549359951018,-0.28890680027505533,0.3756562886786417,-2.793775974078936,-1.6568232379256553,3.2169529028236585
2020-07-21,0.008292761164267113,0.4952533976075797,126,0.044880059096106636,-1.8354460497961176,-0.3180143611320996,0.38680667731783325,-2.8025870688563845,-1.7367389158456439,3.2277943305042522
2020-07-22,0.007475975800966145,0.4996311366334879,126,0.04466033230134781,-1.8221345802350852,-0.2942042637031905,0.34569123373488314,-2.7881251521000032,-1.7361690236272442,3.2239095597637624
2020-07-23,0.0072583086440713915,0.5002777556937863,126,0.044591198517765246,-1.823769633420007,-0.28646649663600326,0.3358555336595823,-2.75960910125236,-1.7347454581534225,3.226305233781393
2020-07-24,0.006884608113669718,0.5012368818414187,126,0.04470519403433291,-1.8418419275531959,-0.2970955256719953,0.30613665624472003,-2.721228717514939,-1.7198672785071143,3.257892558613184
2020-07-27,0.006123247334011492,0.4923443078654449,126,0.04531688552762865,-1.675879123642714,-0.1752369789206338,0.22881100046497727,-2.6949263108611428,-1.6975482669479078,3.0972278066969245
2020-07-28,0.006711076054654432,0.48677826436222515,126,0.04580641409419978,-1.6228902645074759,-0.051577181727610125,0.10577310472899237,-2.687166487754797,-1.4581461325830505,3.0693342351170374
2020-07-29,0.006509495193262721,0.4883652453315491,126,0.04584867012432475,-1.6293713424571075,-0.032822558285412765,0.08641232791201825,-2.6975125816836956,-1.4233031346555813,3.082422415811031
2020-07-30,0.00636722927363515,0.48961912970777255,126,0.045783749555233885,-1.622260674593376,-0.03638090398622202,0.10287491456303022,-2.718144500576046,-1.4597932378033636,3.072663568520266
2020-07-31,0.005260015393978891,0.4964721304541173,126,0.04510029307913242,-1.6637833192231155,0.04740820495734351,0.018919005742320416,-2.5463301723433753,-1.3280216280660102,3.1230394039313323
2020-08-03,0.005480946513276406,0.5026639029523687,126,0.044915791300081956,-1.853655890334885,-0.03080210147238939,0.09456622692506939,-2.6964068117627638,-1.4554330085482543,3.3068245439889923
2020-08-04,0.004581430705461954,0.5154888965732447,126,0.042758960438970435,-1.7672064696415977,0.049413858982566505,0.013510323152392034,-2.4338508322135897,-1.2273587583266719,3.2123671682579547
2020-08-05,0.0037163394860854513,0.5232491925404604,126,0.04164739046090305,-1.7449226172520107,0.025343664590440476,0.07445561652918076,-2.5588345599327726,-1.2661075378113762,3.162356712407427
2020-08-06,0.004688941692329497,0.536343025108105,126,0.039622178860584494,-1.5680180991918427,0.14331743404795297,0.003549035499446185,-2.229982309871823,-1.0184770304505708,2.981492616909402
2020-08-07,0.004550547553505904,0.5372677135289328,126,0.03957664282831071,-1.598979015383751,0.15054386506070971,-0.002652336883251505,-2.239607077476953,-0.9547554131478644,3.0162716373213194
2020-08-10,0.004453269690216682,0.5374312358758959,126,0.03961330751601435,-1.6017623527765834,0.12282205786538394,0.0015606427880289209,-2.259479682155779,-0.9975568194327942,3.020873776997048
2020-08-11,0.004307930560467809,0.5358582748178424,126,0.03969588027002569,-1.524185907379057,0.08671932781001403,0.027894718443767452,-2.248499802460602,-1.2342804393177218,2.931511953477834
2020-08-12,0.004215669575719143,0.536600022834089,126,0.03972910032433653,-1.523099342178857,0.09807777890368548,0.01582227097413008,-2.2907921073297914,-1.1848162086326057,2.93724849009714
2020-08-13,0.005189579386888023,0.5184884065862041,126,0.04121019949161627,-1.392369492519523,0.12117265307325412,-0.10116364741198275,-1.834476007536456,-1.3278117094883908,2.8254589446169285
2020-08-14,0.004998370160246137,0.5206081313935487,126,0.04110139567048415,-1.4142637930006439,0.12882774445789447,-0.11787371449552875,-1.8610585579847978,-1.2492753652260327,2.8551015902950843
2020-08-17,0.005312541161836447,0.5195905068311208,126,0.041143340949503525,-1.4057798250018143,0.11481010541195051,-0.10293017266417259,-1.8500966471749525,-1.2829736360217516,2.842418226364157
2020-08-18,0.005219172359804193,0.5258929209705197,126,0.04117718929720424,-1.4989245858702418,0.13922128318192958,-0.14517445848975347,-1.9354059223182856,-1.0901125154092568,2.959767470151289
2020-08-19,0.004727797709514075,0.5303389694115909,126,0.04083303111593702,-1.5607502282720283,0.13535651413015154,-0.15270755407098519,-1.9995980010626284,-0.9518375359158253,3.0292455189159937
2020-08-20,0.004932553796826871,0.5314754093369611,126,0.0407563186937449,-1.5723497809494222,0.13546295886635923,-0.14460305034601162,-1.9947969430843155,-0.9706829773680574,3.0378035426568344
2020-08-21,0.0052445168192524405,0.5268650827731116,126,0.04110730943335247,-1.4731456124854367,0.10988850831371108,-0.15033003669224104,-1.864924582135686,-1.2263939523360998,2.932541818698531
2020-08-24,0.005728994032175852,0.5204930932116734,126,0.04107481850233821,-1.5071216300392432,0.10111968979654806,-0.1488651548742823,-1.8857225015796515,-1.117257448268174,2.960317194436958
2020-08-25,0.005794762982985429,0.5189605848539369,126,0.04105803591408723,-1.5108255886362247,0.10346887738049532,-0.1497774317730025,-1.960747378098112,-1.1234588285904006,2.9569823631078282
2020-08-26,0.005821886832434263,0.5181292191936238,126,0.0410351655670719,-1.5154888042217851,0.1038390714553441,-0.15899607770574697,-1.9762340158517218,-1.0523709392400344,2.9635885566900377
2020-08-27,0.007036309348791838,0.5168383390463639,126,0.040326365831132825,-1.5042582054330855,0.08021006351837082,-0.08780274464423532,-2.0368205499046645,-1.3030116480105978,2.894875792631505
2020-08-28,0.007706131965550967,0.5107421140634565,126,0.04058336498424556,-1.3603274000224963,0.06532564235548022,-0.049404321204329193,-1.871746201664188,-1.6370233834227332,2.719666156467123
2020-08-31,0.006889722371591804,0.5103505376126639,126,0.04011927215422728,-1.3746336049628258,0.14570302985187977,-0.057177227777764295,-1.6839937694503635,-1.862604478900684,2.682412821412789
2020-09-01,0.007673304912388157,0.49759056356032594,126,0.04127766509725154,-1.349107643386776,0.09162637166331648,-0.055085813563405195,-1.833985074007407,-1.8650255609753392,2.671587835761715
2020-09-02,0.0075460805165662925,0.4967146211118374,126,0.0414731070773517,-1.3459586109825685,0.0470784385630276,-0.038970812481191386,-1.9353135552750729,-1.827299351895969,2.6843226693840476
2020-09-03,0.007140919408211733,0.4864561809321456,126,0.042030393938771816,-1.405485591177309,0.048705763647865385,-0.018416843384682524,-2.1431593389460275,-1.6400864050830088,2.7430561825142976
2020-09-04,0.006368718163352797,0.48775351500562547,126,0.04239014130368138,-1.3246424560758008,0.12540428203746296,-0.14626730868544535,-2.03220652855755,-1.4860020997150685,2.7090770679346967
2020-09-08,0.00748443736196688,0.4645560192544108,126,0.04228589209557439,-1.5363894858062854,0.2243027410032041,-0.29071994387261846,-1.9135140782326756,-0.8968528564686508,2.8822905050626453
2020-09-09,0.005464003623157682,0.3964278887152449,126,0.04729984990663249,-0.8921337323834411,0.23571148686743795,-0.4247398729500138,-1.3449335894491732,-0.7830241278420318,2.3058532338663063
2020-09-10,0.005294935954203909,0.4064586875750873,126,0.0473619634817768,-0.9175066048152988,0.2629362903086593,-0.4966856459270319,-1.383070291844921,-0.6526743968079118,2.404170296170767
2020-09-11,0.005123380198085335,0.3863008878393358,126,0.047335544154595885,-0.9648237462780446,0.26943875621339824,-0.5148718576071533,-1.427669058242171,-0.5495263359611724,2.491398240850593
2020-09-14,0.005816692246982328,0.393862923248152,126,0.04697814444036884,-0.6622432078251638,0.10794275209201779,-0.4267737167378565,-1.3422492099079326,-0.648836073496167,2.247271749401675
2020-09-15,0.006015016125303825,0.3403498918189303,126,0.04755920454547946,-0.6386830425732188,0.17089063125701445,-0.48143116780708767,-1.5983084736355528,-0.4681068497195401,2.3280014677607808
2020-09-16,0.007182137782263598,0.3659873271278832,126,0.046678785229937486,-0.11800725650979671,0.2702633794120697,-0.5839812036572696,-1.5629232028279574,-0.5017022581944407,1.905589291322457
2020-09-17,0.007952737036188625,0.33548943018945654,126,0.046112148692645905,-0.13005912062305947,0.10682843244185239,-0.6186184450884191,-1.3323169644105595,-0.5528377326244351,1.8418060027905632
2020-09-18,0.007717679200466592,0.31882763710240436,126,0.04520264946991727,0.21914386318822954,-0.351942341315546,-0.5418591922906808,-0.9070157642507263,-0.4173992057106089,1.4665939203025191
2020-09-21,0.007958741801636075,0.31596344587116987,126,0.045337565918883764,0.34067647780001775,-0.31086864954396054,-0.5522392290738014,-0.9463235940394606,-0.38751380848800054,1.3510129215358662
2020-09-22,0.008032655998856126,0.31584539497248854,126,0.045341591079476974,0.3483009837359582,-0.3307914925510537,-0.5436946270155849,-0.9504351752221935,-0.40298606511987195,1.3419761331590303
2020-09-23,0.0076164824593305085,0.2565099485484743,126,0.046172701781728685,0.5652884911111672,-0.28882812783277717,-0.48862321777948764,-1.0418047691484575,-0.39378249846201496,1.040195435280859
2020-09-24,0.006515532202429444,0.26662586257691767,126,0.04650564118991831,0.8078534123684373,-0.12148207509224847,-0.6272228990914243,-0.9108349981646441,-0.26725928951640254,0.8244497846064193
2020-09-25,0.007953128727056575,0.305730864215795,126,0.045188755974153866,1.527167770739614,-0.5010147480009043,-0.3919158428664004,-1.2649067457515235,-0.35337226419536616,0.3346684496770995
2020-09-28,0.0077972558560587026,0.3060227753417333,126,0.04517872642999175,1.550072558187888,-0.4903447949875946,-0.39669528351297323,-1.2156301552374484,-0.4049017243594578,0.3141528756927443
2020-09-29,0.008644035708978362,0.33554114180518535,126,0.04415485783172103,1.918949977743049,-0.5293957346524691,-0.4873781629792795,-1.243342482951168,-0.10105500696124631,0.08086059313386285
2020-09-30,0.007810253761785581,0.3512373328805699,126,0.04359311282993686,1.696240745380143,-0.8391429471768649,-0.34261160934261675,-1.6063353571005026,0.11012237354028848,0.4344040290129654
2020-10-01,0.007934873433956834,0.33587555736556574,126,0.04358279223958539,1.6935678389998103,-0.84783307095114,-0.3414252161047969,-1.5825227041250312,0.10456996700338056,0.42003737014077913
2020-10-02,0.009719659376059281,0.37078865238554826,126,0.042188709637318855,2.341935583291844,-1.0180273670042064,-0.34777170077707753,-1.7381910796518671,0.7274256876711216,-0.08071671214982867
2020-10-05,0.00880763951546734,0.3887040703814173,126,0.04192270122490501,2.3944420619906364,-0.9877209392532089,-0.3525577118382913,-1.702682610892418,0.5521134664814629,-0.10085888616556304
2020-10-06,0.008227036802335417,0.3912915205863293,126,0.04161656703314416,2.245709942035195,-0.9817809907991677,-0.394152601056912,-1.5528586091166714,0.39668910073544367,0.18643037115440508
2020-10-07,0.007839791669974986,0.40735795368739824,126,0.04104296157146763,2.5927246671793713,-0.8736035771787618,-0.512371599587691,-1.5612796007175076,0.6816533701224797,-0.15056971381085527
2020-10-08,0.008089113844604316,0.417639049591361,126,0.04069651485525779,2.7801966826676012,-0.8881096940234069,-0.48627734121636973,-1.4487368503196258,0.4906138629311711,-0.29885993372617614
2020-10-09,0.007734384081010577,0.4171356539696137,126,0.040662440080429324,2.8033842652407466,-0.8843754253394607,-0.5327368479547241,-1.3193644181476611,0.4873061467738329,-0.3401105667708262
2020-10-12,0.006727594424510782,0.43663577512499674,126,0.039101746839290276,3.2902104599952295,-0.7559897978712808,-0.4845909967992202,-1.0088137054904411,0.06271608801607953,-0.8794626489947482
2020-10-13,0.006509850868534936,0.4240110278407786,126,0.03917115157019523,3.243911056789392,-0.7191058946040394,-0.48127684504109663,-1.0504486574702483,0.013726658462100694,-0.8526703598544416
2020-10-14,0.00602969586635927,0.4289722498325098,126,0.038983766414770714,3.2460604130270805,-0.6629396305257194,-0.48855208447439036,-1.0522978567266792,0.04852893604734643,-0.8222440706415057
2020-10-15,0.006537389511394589,0.425634264178946,126,0.039120280495336945,3.272383231459941,-0.6320115800155756,-0.5491715748091913,-1.0098654525643167,0.2338361215271969,-0.8524678908235972
2020-10-16,0.006721641425502547,0.4315758239474965,126,0.03899706066250751,3.266070588189493,-0.6736765302698675,-0.48885470051909874,-1.142689468783351,0.21457884993210813,-0.7984868911019347
2020-10-19,0.006368452993621343,0.42930766752084315,126,0.03910559479970087,3.147848820339849,-0.6640481710304034,-0.5054956471535423,-1.176801401059248,0.2853039764217878,-0.6616243604847845
2020-10-20,0.006481396357954388,0.4163074700051309,126,0.039124523046369646,3.1351225183949962,-0.6698338728689257,-0.4923289014832528,-1.1998979579152957,0.26038671271616753,-0.6553719884648561
2020-10-21,0.006381644859497889,0.4114900651583695,126,0.03915504950519068,3.1705841638778676,-0.6542430562890753,-0.5186640095283283,-1.1947480822936778,0.28935762848502367,-0.6783772300767581
2020-10-22,0.006617976404052508,0.41022842676796356,126,0.03907416689137439,3.2320437078188284,-0.5986538376210168,-0.5338391580677624,-1.0701179923419362,0.16689301890022812,-0.7712640239301132
2020-10-23,0.006580932022901232,0.4096820189069703,126,0.03907386288119938,3.195743304314738,-0.6017961666446406,-0.550180165755583,-1.068653892270293,0.22275941456958087,-0.7208173437517782
2020-10-26,0.005812087051498276,0.4143968575623518,126,0.03843616139229475,3.279752296283829,-0.6579365532974213,-0.6270044971062524,-0.81152658813103,0.22166473164867362,-0.8590529074905386
2020-10-27,0.0060344549480194215,0.40839164692337493,126,0.03850873893807933,3.3160109527827637,-0.6934419791781862,-0.6077847969975704,-0.8501678625228776,0.18004268932018092,-0.9152526244686863
2020-10-28,0.005986088256658447,0.40628275478716525,126,0.03851613834882876,3.3329957824276732,-0.6895227624761764,-0.6036281379698242,-0.8369156335779355,0.17434765871839353,-0.9324733006964674
2020-10-29,0.006480114343779804,0.4067324382978087,126,0.0386089432780457,3.2421509980041208,-0.7137435372899866,-0.5767613649726971,-0.8549404795710809,0.1511413898270052,-0.9049691401724334
2020-10-30,0.007147608744193583,0.3953722214464115,126,0.03819227717839411,3.3639069781213005,-0.7195698573999832,-0.5787638938278468,-0.8006262368383439,0.16784145269506406,-1.145218166331181
2020-11-02,0.0064231924199714095,0.39920600106961657,126,0.03796978748363917,3.287544294433969,-0.6764963970806893,-0.6309183367933012,-0.7124568373053433,0.28303690865972064,-1.0596511043144525
2020-11-03,0.006799212836159736,0.40590702797837797,126,0.037791564133348485,3.4265076681370488,-0.6409856594574956,-0.6622874146189728,-0.6622467454016748,0.2064143051847399,-1.189921681983463
2020-11-04,0.006825909435788327,0.41045251067256483,126,0.0377922441403343,3.418698081908921,-0.6709103266091936,-0.6353468481691711,-0.7630323649949087,0.2721421122228381,-1.1544806871638775
2020-11-05,0.006518148847911163,0.37659317697520156,126,0.038868938688846,3.192791223866983,-0.518273805226611,-0.5852804546494149,-0.9090674340374982,0.8128222186371761,-1.038766938467143
2020-11-06,0.006289549564525743,0.37863776403474425,126,0.03875950047538467,3.155153578449134,-0.5826224826600281,-0.5675070895518032,-0.9848951683210188,0.8124808202057678,-1.0130623081202468
2020-11-09,0.006310601015375882,0.3833195833426347,126,0.038638728181272126,3.125491766594507,-0.4038933553420869,-0.7309799992078342,-0.949114076606089,1.024782615445377,-0.9873462466244979
2020-11-10,0.006174541916098857,0.3854348334798795,126,0.038618023693170855,3.1499649201332374,-0.3865376754038491,-0.7279096204282105,-0.9145033989664246,0.9861700737091232,-1.0043677525548866
2020-11-11,0.006081030327680007,0.38510479566903133,126,0.038641293947182735,3.1533675633865816,-0.4237812762850897,-0.7090935635299559,-0.8965884337291111,0.8810135171844009,-1.008913909678306
2020-11-12,0.005857536334159532,0.3824491702731464,126,0.03872543457772663,3.169100877590046,-0.3869913977098178,-0.7124166829699045,-0.7961097387889655,0.8063834803428704,-1.0486235972242623
2020-11-13,0.005749055149917622,0.3827688613306993,126,0.03873275222712861,3.144868500623545,-0.3243890213877974,-0.7423050835424884,-0.7185093876948704,0.7505840051991612,-1.0241759082708581
2020-11-16,0.005581709061229618,0.3810740002020858,126,0.03879764280430205,3.1648639085160752,-0.3470701750328249,-0.7309690344713798,-0.7459993504898623,0.7178788614539505,-1.0586942901267893
2020-11-17,0.005408780156053163,0.3806226646612577,126,0.03880241541782486,3.1794704379728183,-0.3697725243719264,-0.7142678154041573,-0.8099341765920672,0.7272087830911963,-1.067729648470975
2020-11-18,0.0062222432284401875,0.3737134974523222,126,0.03935850710855527,3.328930797657912,-0.26224856628804993,-0.6868578930557697,-0.8027100459362063,0.3911854752081704,-1.240541424893805
2020-11-19,0.0069132954774551334,0.3515965954935264,126,0.040591065229098916,3.447606640124733,-0.2610792611319792,-0.6461687736898298,-0.6047403436526738,-0.019025709710411287,-1.4360714139123134
2020-11-20,0.007210666580992427,0.35605277490713094,126,0.040434021819023225,3.5156376683609674,-0.22586000411602603,-0.6564991062520934,-0.6088532486972805,-0.08289393097491077,-1.510218084478823
2020-11-23,0.006900642282366935,0.35671807491805185,126,0.040464139300624855,3.548034438992782,-0.22070989220747272,-0.6854918530211163,-0.5412561739516287,-0.090158392358481,-1.5478377213021453
2020-11-24,0.007311961521839504,0.35107148354780526,126,0.04083200810226504,3.517499502372131,-0.1346008065815816,-0.68278616663216,-0.47308508521680925,-0.20189773251330378,-1.5117168954959972
2020-11-25,0.008235466597899322,0.35670867996147326,126,0.04078249594960339,3.669625904809495,-0.33891750516768837,-0.6124626263331715,-0.581884793825381,-0.031036339587181272,-1.6256824949438768
2020-11-27,0.008387533067031933,0.3558446678353766,126,0.04080185636963959,3.675304966980841,-0.33405200851029004,-0.6180705470322225,-0.578358554491227,-0.06024331185942017,-1.6321532631401996
