Date,Alpha,R_squared,N_obs,Residual_Std,Beta_Mkt-RF,Beta_SMB,Beta_HML,Beta_RMW,Beta_CMA,Beta_Sector_Return
2020-04-23,,,0,,,,,,,
2020-04-24,,,0,,,,,,,
2020-04-27,,,0,,,,,,,
2020-04-28,,,0,,,,,,,
2020-04-29,,,0,,,,,,,
2020-04-30,,,0,,,,,,,
2020-05-01,,,0,,,,,,,
2020-05-04,,,0,,,,,,,
2020-05-05,,,0,,,,,,,
2020-05-06,,,0,,,,,,,
2020-05-07,,,0,,,,,,,
2020-05-08,,,0,,,,,,,
2020-05-11,,,0,,,,,,,
2020-05-12,,,0,,,,,,,
2020-05-13,,,0,,,,,,,
2020-05-14,,,0,,,,,,,
2020-05-15,,,0,,,,,,,
2020-05-18,,,0,,,,,,,
2020-05-19,,,0,,,,,,,
2020-05-20,,,0,,,,,,,
2020-05-21,,,0,,,,,,,
2020-05-22,,,0,,,,,,,
2020-05-26,,,0,,,,,,,
2020-05-27,,,0,,,,,,,
2020-05-28,0.00023332178478737656,0.9451880632149773,100,0.008407636855499721,-0.2201872004284831,-0.023175618393088765,-0.11230651167346695,0.24095199517004118,0.779394640828605,1.1925146871139047
2020-05-29,0.00022285663968519079,0.9451767944616749,101,0.008366790336667821,-0.22492165806280362,-0.021058981618355732,-0.11069449880856114,0.23982746893338683,0.7805797160010992,1.1964137408024775
2020-06-01,0.00013500218490935,0.9439318070552843,102,0.008419832541142633,-0.2395139874485307,-0.013074748025070665,-0.10241244324324172,0.2381122537540866,0.8093258669317058,1.206939730295324
2020-06-02,0.0002919386214264266,0.942054800107508,103,0.008521996130777195,-0.2011491105052633,-0.02506135051587563,-0.10413145113178068,0.24931046102150792,0.7764221799518103,1.1732788021511915
2020-06-03,0.00021223838349347006,0.9416888150006155,104,0.008508031010353882,-0.19473703456509933,-0.02839688373260285,-0.10589454363135592,0.25339709684890493,0.7587799986102152,1.1672121499535977
2020-06-04,0.00019396036690194347,0.9416794014643805,105,0.008468671523539466,-0.19558481000266326,-0.027858910660555986,-0.10714521831899076,0.25130444404609287,0.7590688130944085,1.168108738614269
2020-06-05,0.0001455625140626952,0.9416161705826993,106,0.008436415217314154,-0.18861928971514597,-0.028498553222028156,-0.11218595329597003,0.24661118259012343,0.7509932478685093,1.163153933076317
2020-06-08,0.00018191976521931478,0.9418554946197667,107,0.008403427052339147,-0.19614564555329278,-0.027331202106801705,-0.10749851537074934,0.2477038489020971,0.7512968752542245,1.1696233675448529
2020-06-09,0.0002041767526293187,0.9418423300926108,108,0.008365993507103443,-0.19605984425174294,-0.026523596396177213,-0.10638645668183,0.2419123731951939,0.7584696227889638,1.1697330775832966
2020-06-10,0.0003739279421320933,0.9374644957270206,109,0.008664875154701067,-0.26654712536149533,-0.02594754701548757,-0.09677421312517193,0.24371801586550534,0.7152944333487274,1.2293006561733817
2020-06-11,0.000384848443144217,0.9377045811687904,110,0.008627407736708479,-0.27252128977003537,-0.02481394259010042,-0.09797945817142167,0.24279297068517502,0.7171514886758157,1.234897425761074
2020-06-12,0.0004218129705313059,0.9386705910941813,111,0.008601755552203147,-0.27368960477980325,-0.028160814994327515,-0.09915878275370171,0.24753188096409362,0.708270596746384,1.2335394727284097
2020-06-15,0.0003953169144798675,0.9386419054436053,112,0.008566837241139078,-0.2686488551267444,-0.02889639771074365,-0.10225906451967703,0.2504214145022118,0.7075615134660016,1.2292971308302312
2020-06-16,0.00045826962007425786,0.9383454209331675,113,0.008553048503912815,-0.2700596827539479,-0.017753493062089842,-0.10603154716056673,0.23357784553641864,0.7202876729536466,1.2319536681009562
2020-06-17,0.00048124710138443706,0.9385756545506136,114,0.008518748153097994,-0.26965373437167744,-0.015155283398774005,-0.10792973036189324,0.2380484854516721,0.7260408385050572,1.2320960706782875
2020-06-18,0.0004657794161932444,0.9385521818941216,115,0.008483604202309933,-0.27228571820797004,-0.013044820855223904,-0.10738589468224757,0.23968034359724688,0.7286923325792243,1.2342202714324024
2020-06-19,0.00044062493270547555,0.9384851871831773,116,0.00845163605480948,-0.27041588275475864,-0.013293479405589087,-0.10813876092821278,0.24376478997901757,0.7295264050471467,1.2325045558043006
2020-06-22,0.00047653911025978497,0.9383822901941028,117,0.00842428971468369,-0.2663685110414473,-0.015493755450767643,-0.10754548790150348,0.2365036638597453,0.7244429332788467,1.2289258876737765
2020-06-23,0.0005182081000237234,0.9383469621446857,118,0.008409121282217987,-0.28656664239202745,-0.0055880641603029135,-0.10741532933161646,0.22617205655672845,0.7334531336585939,1.247425834543483
2020-06-24,0.0006070403959905536,0.9374983274388686,119,0.008442607397585409,-0.2766176609657997,-0.00011887457947354352,-0.11815615729538498,0.25660632262556143,0.7321912674639414,1.2395627588307623
2020-06-25,0.0005962467169701488,0.9376669700459306,120,0.008408132957183644,-0.27454094075944385,-0.0009500323823906642,-0.11796419295347932,0.25712591441767735,0.7284718988915337,1.2379291845603695
2020-06-26,0.0006090638239073075,0.9377105396706573,121,0.008374216730148579,-0.27727683018805915,-3.328189097617784e-05,-0.11688148132289677,0.2518076691149522,0.7324368537916834,1.2404748940152528
2020-06-29,0.00044057299141995424,0.9353529960996807,122,0.008529576677507065,-0.2290000624015578,-0.04110371927369602,-0.1012807500751034,0.26349173592304087,0.5977931781407613,1.1986821873066595
2020-06-30,0.0005223786182993937,0.9350009878273198,123,0.008531682985983911,-0.21826988378566636,-0.03046030171162864,-0.11012301018710863,0.3004559132035425,0.6154868681841598,1.1898306208039475
2020-07-01,0.00046412194110573643,0.9346463398377252,124,0.008521571155178166,-0.2200584050844268,-0.027637456008583736,-0.11243625167977311,0.30892595141027446,0.623100274729754,1.1905140918186237
2020-07-02,0.0004759020250791612,0.9346269606330406,125,0.00848916592282041,-0.20798857988033564,-0.033560638731251966,-0.11428763318435342,0.3133788590247494,0.6069361522199719,1.1801426946751503
2020-07-06,0.00040659384368344734,0.9340991970433913,126,0.008489606706309449,-0.21552542306055644,-0.03548158130993356,-0.10901817261925756,0.3014777471478059,0.5986521233157309,1.1860036982186841
2020-07-07,0.00044881705502047625,0.933903747927612,126,0.008516277353799645,-0.20793523056737562,-0.04310911777768811,-0.10816329918998063,0.3078169858924356,0.5950422962398475,1.1805825728010153
2020-07-08,0.00046519383741008916,0.9337469063602237,126,0.008526330380314919,-0.21429646807021796,-0.04396394639244394,-0.10562242644551528,0.2822576464106999,0.6102304059291204,1.1861243951325058
2020-07-09,0.0005443016019467803,0.9335727348949908,126,0.008549421938974367,-0.23032892262876714,-0.04261151347918965,-0.09970888985233106,0.2688686909171669,0.6029937998675846,1.200315431130222
2020-07-10,0.000507371680341368,0.9336252480077775,126,0.008540497737498346,-0.2257119326180706,-0.04253963085103539,-0.10052397482808262,0.272031952251014,0.6047133331772445,1.1960141074053765
2020-07-13,0.00048702328820493236,0.9337873683163768,126,0.00851916008882158,-0.21502342171811256,-0.04415488015125109,-0.09947960696240038,0.2843961534064613,0.5934709897656698,1.1853624146085724
2020-07-14,0.0005565852923115778,0.9333501592677514,126,0.0085486856227036,-0.20795110185420934,-0.04512779691078535,-0.09992987206686599,0.2984813368717969,0.6270244804892531,1.1779469037153598
2020-07-15,0.0005403762416247329,0.9333837174591321,126,0.008541651070510062,-0.1999407048495101,-0.04524203140884622,-0.102196470326328,0.29680967713271167,0.626615925685901,1.1711849539314563
2020-07-16,0.0006333334459465324,0.933576514564592,126,0.008522187813294328,-0.19120802048656133,-0.034478676986895426,-0.1084209038851135,0.2930337770373317,0.6400129410191557,1.1642152890489097
2020-07-17,0.0006604816937662186,0.9338565795863425,126,0.008509399274482021,-0.18731406101698972,-0.03197107702808799,-0.11220140817873503,0.29505707276728604,0.6388680524169978,1.1613324950235795
2020-07-20,0.0006242697633375405,0.933562445614777,126,0.008525615693954661,-0.19021976661566575,-0.03398248060621166,-0.1097129349321771,0.3121943416302955,0.6259071992037653,1.1627453870833866
2020-07-21,0.0006099018237325274,0.9337229198162893,126,0.008523945802867097,-0.18955845226679335,-0.03321184940622343,-0.11022974336511693,0.3113240859541703,0.6259678877902408,1.1621960643469096
2020-07-22,0.0005993388220669087,0.9338835988270036,126,0.008518955135466903,-0.186856401973595,-0.041732139979175936,-0.11070605450820387,0.31433426945045795,0.5967879377719092,1.1599571697563662
2020-07-23,0.0005385184849159603,0.9333711974917321,126,0.00855186254645648,-0.19330080251546228,-0.037867624592395066,-0.10812941862428538,0.3005133660126259,0.6010083346578956,1.165162728312437
2020-07-24,0.00039624506944739004,0.9327290686464742,126,0.008662488092910307,-0.20581810145825352,-0.03786856393258599,-0.11711973358356886,0.3198843843426038,0.6002782350596396,1.1798149163255656
2020-07-27,0.0004803633376014721,0.9321548051313987,126,0.008699243067505772,-0.19456179186872796,-0.0500467570808778,-0.11311040811207418,0.32792489436198013,0.5835900405125597,1.1684362570919928
2020-07-28,0.0005446988336413153,0.9319066005411222,126,0.008699021217048594,-0.18660249241028504,-0.042835514862735624,-0.12190248379500068,0.3243726956195997,0.6012419952307576,1.1626044911190578
2020-07-29,0.000446351115044107,0.9318554035052123,126,0.008691559384681857,-0.1746689570449923,-0.039878741330833606,-0.12807713337943805,0.3223619834241656,0.6053102482683022,1.1527892074065749
2020-07-30,0.0003760737167350889,0.9331171858248812,126,0.008608851428185266,-0.18086062926038715,-0.041503285440169624,-0.11839733218765608,0.3086929534477903,0.5919107393568905,1.1573609950185906
2020-07-31,0.0004949134961111808,0.933551980909377,126,0.008583673886696392,-0.21457359188216374,-0.044208710902330126,-0.10250139188651797,0.2790400361373192,0.5909743673102343,1.1860614768893847
2020-08-03,0.00107154888106188,0.9088407719132228,126,0.010345820831694042,-0.4524672827515378,-0.06728178050541744,-0.047199200443168776,0.31072432813214496,0.7220756913574682,1.3958400808813116
2020-08-04,0.0011379049574140186,0.9101111513900567,126,0.010288948593351893,-0.43489829274216923,-0.07973858083855793,-0.042516883214843315,0.2985757203415049,0.6842445686848029,1.38015652090078
2020-08-05,0.0011490923503730223,0.9095442226526247,126,0.010291075110076762,-0.4311703890777636,-0.07921080538611822,-0.04349891558205676,0.2979624501635032,0.6865549256432466,1.3767911000983246
2020-08-06,0.0011914340941166196,0.9095508253825332,126,0.010289856531020396,-0.4273321603935411,-0.07591863970678306,-0.04604154573004954,0.3051291551767193,0.6930155951079776,1.3737278239918402
2020-08-07,0.0012778082833417776,0.9088814418376299,126,0.010360522165954074,-0.4354050613007629,-0.07410990322394587,-0.050562443515700495,0.3272180947604736,0.6982514251433974,1.381840209135915
2020-08-10,0.0012488476166901592,0.9090175252686516,126,0.01036630773787788,-0.4425425288527064,-0.07629411092601086,-0.049024765938575576,0.3224611417793435,0.6953297829826594,1.3883819689857866
2020-08-11,0.00137797566773707,0.9092389274209376,126,0.010358050628926654,-0.44873691213820766,-0.06238480405290134,-0.055908108873689466,0.3304875466371169,0.7338486644584401,1.3952441882694
2020-08-12,0.0012954744169603378,0.9089859113018014,126,0.010407154052839797,-0.4651695614315343,-0.05286898954732823,-0.057940382615556396,0.3036949398292239,0.7601588265441581,1.412278410600186
2020-08-13,0.0012464365288256981,0.909816563656647,126,0.01037630048844855,-0.457728111376275,-0.05689698566730175,-0.05942696865534025,0.3099610605775789,0.7542666508332345,1.4057375671295973
2020-08-14,0.0014307266975042317,0.9070835170429837,126,0.010535784271213365,-0.4362806367175248,-0.06367426539274675,-0.06273996544534699,0.293868231866652,0.717173799247901,1.3874834103580356
2020-08-17,0.0014425000340758264,0.9071632916655965,126,0.010531532017856164,-0.4330573002698359,-0.065690161432573,-0.06347560730059804,0.29106352228943777,0.7111526280331646,1.3849890898348103
2020-08-18,0.0014846251603479153,0.9072967894979953,126,0.010508551391603182,-0.4309724052467645,-0.07375706151280895,-0.05661455248065245,0.293970725385115,0.6840676466625573,1.3813051923849877
2020-08-19,0.001516389571311178,0.9071049047217954,126,0.010516074683578925,-0.41937487942491875,-0.08034004828275079,-0.05830735916821983,0.2994577262965451,0.6698995284075671,1.3713014822368805
2020-08-20,0.0015098560989235126,0.9070048125452703,126,0.01051518775796245,-0.4238961146110062,-0.07968771326334051,-0.057383119871487975,0.29746011629452557,0.6714981970447866,1.3753027695175661
2020-08-21,0.0015447504259411909,0.906614042775765,126,0.01052466048007872,-0.4279034215981136,-0.08231208834770892,-0.05617251146566227,0.30115842528347225,0.6600509744762162,1.3788059377576305
2020-08-24,0.0017818778863285545,0.9023356117425516,126,0.010746496411495644,-0.47144081795431275,-0.08211238182025797,-0.05171244545275444,0.3071974935296648,0.7328291374269698,1.4166030539581604
2020-08-25,0.0017899505581889716,0.9013881739768483,126,0.010745552425548394,-0.47233445268213176,-0.08174532867671971,-0.05201026856873786,0.2949787082176267,0.7321090415530741,1.4164855450968674
2020-08-26,0.0016583474660894005,0.9010861902385211,126,0.010764031368931162,-0.45898322830337346,-0.07654823364703639,-0.061200987960596254,0.3123374506858664,0.7568941213592887,1.4056911636508724
2020-08-27,0.0016858891622564837,0.8977563985485646,126,0.010759839413010317,-0.45852208176960796,-0.06491215367022066,-0.0623956102760721,0.301961911445275,0.780677605221638,1.401349105020246
2020-08-28,0.001692636193608878,0.8987004798250747,126,0.01071998599224356,-0.5331164523008165,-0.044502987229227894,-0.05262179408741435,0.2840422597292067,0.8032564141891381,1.4655083014800907
2020-08-31,0.0013726379049208838,0.8972606920083878,126,0.010501178508461327,-0.49827953546091786,-0.024716825940830335,-0.06920031269245752,0.3606859603698644,0.7241096097293329,1.4204888385305088
2020-09-01,0.0015727123101874332,0.8905666217992982,126,0.010817456631280685,-0.4887811981960262,-0.04140503632436632,-0.06953989608436101,0.32155717086159336,0.7225263333492355,1.4162041745450358
2020-09-02,0.0016417156600316894,0.8889573628208225,126,0.010876896085300458,-0.5164330215128246,-0.030629710388697315,-0.06938660284444809,0.33431713241688965,0.7323313481246562,1.441017809940764
2020-09-03,0.001543483047833429,0.8828426842393865,126,0.011141049843730858,-0.651206555366806,-0.009896068698869605,-0.024293108474288116,0.22092052314057675,0.8003638175560324,1.5523644857842023
2020-09-04,0.0013435160351519854,0.8869464602205361,126,0.011223042133640409,-0.6625910538224898,0.009143084667798868,-0.04700977781481802,0.2356668061106943,0.8413737138236473,1.57249007727874
2020-09-08,0.0015517563763373173,0.8839381726074544,126,0.011081417707176659,-0.6502692847114568,0.03931121765163835,-0.09754236846389991,0.2880665812376147,0.9434613848420421,1.5515311201541966
2020-09-09,0.001480750643457519,0.8838334820578743,126,0.011114642170390966,-0.6905490261321923,0.031765883020732216,-0.08376762249405645,0.2876177936359525,0.9581011848126727,1.5914946920694162
2020-09-10,0.0014725019236883127,0.8835846437502397,126,0.01111430625967481,-0.6820652236688054,0.03277703919877907,-0.08815678857148568,0.2895887670688556,0.9604088721973799,1.5860158662776578
2020-09-11,0.0015485443668142923,0.8753091650996896,126,0.011091889884838045,-0.7496379950643018,0.02819102629755478,-0.06106689536348148,0.2743125908936602,0.9375704584674126,1.6330486694307202
2020-09-14,0.0016603480965143818,0.8629888154055422,126,0.011008006323558228,-0.8760637223366312,-0.010423306413670813,0.00974399299161259,0.22952274990670823,0.9356981141685076,1.7578641515940063
2020-09-15,0.0017889414608708728,0.837696430661153,126,0.011015927702946323,-0.8873694435235765,0.004450012320370796,0.002702075874224996,0.2231652412724163,0.972264555548448,1.7599832414963315
2020-09-16,0.001850069875851811,0.84128563385014,126,0.010808193366572634,-0.8469593860116591,0.016994941155156512,-0.01816219515413106,0.17736819864919617,1.044485425828706,1.7533050217696722
2020-09-17,0.0018990424549138454,0.842346605190215,126,0.010790454116220961,-0.8951240163458936,-0.006758178988885803,-0.010549110652808724,0.20794754772798718,1.030862104068024,1.787470491777617
2020-09-18,0.0016735349389548004,0.8437089474088223,126,0.0107597991721717,-0.8768184304986504,-0.11056802970298789,0.007340156824682753,0.2630280135218586,1.0504367989083936,1.7767889545167508
2020-09-21,0.0017252850871792309,0.838162986584096,126,0.010749606013238622,-0.899020086358953,-0.11270546844342925,0.019272380881969503,0.2548492947264729,1.0189480689140575,1.790351002503355
2020-09-22,0.0019267939218442203,0.8413597167965672,126,0.010636467045133328,-1.032723446828251,-0.05330155286706126,0.024085269318866454,0.2864106705361958,0.9348511516124368,1.8874790842818339
2020-09-23,0.0019243493380779334,0.8240361012437513,126,0.010634055980572174,-1.0260925672821701,-0.06318152729742556,0.030333744988734257,0.2743506668915411,0.9452847613867409,1.8891292140277733
2020-09-24,0.0017819852583655016,0.8278303414217744,126,0.010653449984273504,-1.0473343652846594,-0.04189719919789586,0.02184783218547781,0.2726618782050732,0.9699938527012667,1.9119584819838582
2020-09-25,0.0017864907654100218,0.8230755726574681,126,0.010651448946095854,-1.0289960793295319,-0.052433452548272946,0.024263785087004747,0.25779946013348454,0.9741664912065948,1.9030248797477678
2020-09-28,0.0018731953759599453,0.8175842975082068,126,0.010743727957635849,-1.029303055513887,-0.05428571221849194,0.028452286120797143,0.24545677201735105,0.9328866121941702,1.9105031275161215
2020-09-29,0.0019959789914518874,0.8235506498445696,126,0.010553789194248606,-0.9461514472828718,-0.07014086956609882,-0.006865605574773448,0.23001906973198843,1.0235428734576788,1.8684238044912425
2020-09-30,0.0018946746095124362,0.8283214762619253,126,0.010417149928028835,-0.9402204266873372,-0.13159473505753017,0.030858720625952213,0.17098060602602622,1.0256429391245945,1.8813281024308637
2020-10-01,0.0020629069005449687,0.823284102417005,126,0.010350654127503875,-0.9483913186700426,-0.14893793293462015,0.030873897556793067,0.19488837567599016,1.0293856344744325,1.8729561503058494
2020-10-02,0.0022776375394233,0.8288847050870964,126,0.010177560598170944,-0.8605584563128941,-0.19148604669243557,0.014552577396493765,0.14113176656554288,1.183626773067984,1.8281647896099853
2020-10-05,0.002401395224892161,0.832354843389674,126,0.010141561473522371,-0.8529373126830975,-0.20171215829017416,0.012067809614152186,0.13514808123352728,1.213430589894488,1.8196566101672689
2020-10-06,0.0024493260780705686,0.8174754188407306,126,0.010156983574866729,-0.8486083566154057,-0.1976031889826299,0.009667085197383768,0.12211469826112753,1.2297060361120158,1.8198474879778894
2020-10-07,0.0023085501619034285,0.8184259660630662,126,0.010190948427914176,-0.8197258848982858,-0.20342382411688836,-0.004301213420365574,0.12948312533929474,1.259726425363306,1.8047935780434732
2020-10-08,0.002252313774009896,0.8184191505422761,126,0.010170908602260331,-0.8721385233109183,-0.19654019586106636,0.005505701767810983,0.12447147147832838,1.2596315237733278,1.8384369773878362
2020-10-09,0.001923921929399114,0.8272955275974001,126,0.009920910955515581,-0.9193609413921948,-0.19652013604897411,-0.029203942449317788,0.23449018295351542,1.2753020219607643,1.8666174617979467
2020-10-12,0.0018898414682336911,0.8272136674552398,126,0.009918971661087203,-0.9149757003957275,-0.19506493933398833,-0.029054418632228934,0.2372985700013306,1.2706836891490345,1.8627195210068652
2020-10-13,0.0020189399256547906,0.8269766692799863,126,0.010019631395131628,-0.9310131868927067,-0.21508287252963662,-0.022940083530370525,0.2516536204664165,1.302509276298252,1.8874138625692893
2020-10-14,0.0018645950060774026,0.8297263596161831,126,0.009992687659995026,-0.9691075462101041,-0.19723130741278394,-0.011657848740207671,0.25018901868468246,1.3236158185963425,1.925276934317608
2020-10-15,0.0018551875634553636,0.8302897015715682,126,0.009976328626932509,-0.9229701893141344,-0.19877895980172935,-0.03330812404485531,0.26246518145863695,1.3181173163979958,1.8929026541833243
2020-10-16,0.0019638802779234073,0.8312942657937934,126,0.00992953175387185,-0.8683186498884226,-0.20844844572924467,-0.029980655246780646,0.23862945492693133,1.3162167177648239,1.8574838645483585
2020-10-19,0.001816180604923265,0.829658192921719,126,0.00995741379435503,-0.8557593847005774,-0.2041786206184815,-0.04273321415749226,0.2712188412314177,1.328596103603107,1.8504368586683184
2020-10-20,0.0016713779345110889,0.831763869995275,126,0.009871830142302194,-0.85050847158506,-0.2381626477806737,-0.017790881218352983,0.23801577694715748,1.3031207733468455,1.8689512986229408
2020-10-21,0.0018896035900918939,0.8421034673743301,126,0.009530095722741059,-0.8425981898054522,-0.25905867873460475,-0.029449024929593642,0.2378618266016782,1.3702900658444916,1.8949901904322548
2020-10-22,0.0017337917076968904,0.844248888293958,126,0.009467018368873674,-0.868183309942014,-0.2773008577299545,-0.011257695044914223,0.17495549395242072,1.4168101144353888,1.9258029232999943
2020-10-23,0.0018366196401122714,0.8425830847390909,126,0.009490954019095924,-0.8425497452609239,-0.28032380643117205,-0.011189016280003627,0.15081679802463144,1.4263090683496837,1.9087446341174426
2020-10-26,0.00184618220015085,0.8426729117904024,126,0.009494476029081846,-0.8343527316550525,-0.2821404063237874,-0.014996137193207026,0.15683758355338429,1.4219657543263335,1.9012508012496987
2020-10-27,0.0020936031356545213,0.8347781637897281,126,0.009702707779733595,-0.8538859536011847,-0.28238803286195374,-0.011984620769780768,0.16381958353968085,1.4207761674870905,1.8977469254450494
2020-10-28,0.0021534418493674265,0.8326527285093601,126,0.009714924438481284,-0.9139695407775872,-0.25641496727584817,0.00028488941376839105,0.1900596970989239,1.3427717955837286,1.9459551591044595
2020-10-29,0.0021048193215350685,0.8394065593779492,126,0.009664664006982241,-0.9335492485263299,-0.2347297987697852,0.01259391948887667,0.14921786172548868,1.3382818553499765,1.960213335785383
2020-10-30,0.0021293044834649654,0.8406376931331254,126,0.009673809181233008,-0.9309887872741143,-0.23385498191101006,0.010828092980989176,0.14835631579801134,1.3526377562147867,1.96214270014271
2020-11-02,0.0018721679053523266,0.837898355958653,126,0.009982524452603102,-0.8742450482071111,-0.19281654990884955,-0.05103762630631295,0.16264959666213286,1.4361452093928722,1.9351590719909217
2020-11-03,0.0018485126435833557,0.8376616746398877,126,0.00998231960361853,-0.8888606972514528,-0.19306439996688243,-0.04495845544415836,0.15985971789844855,1.4310394783804423,1.9458408631613628
2020-11-04,0.0018601913791890822,0.8381329879214654,126,0.009973952476462117,-0.9138846849292785,-0.17809030399654413,-0.049541461668368286,0.18065343295708147,1.4153694394998353,1.9620537490358592
2020-11-05,0.0018563924692622492,0.8408795208431649,126,0.009974531552540545,-0.9010326058243554,-0.18222772818221578,-0.05546764957057554,0.18540078298182772,1.4134439760361244,1.9532195228918523
2020-11-06,0.0017143447444094484,0.8409544849277273,126,0.010010523863338462,-0.8582198564541824,-0.21914675602192782,-0.05656461292036741,0.1747432101041233,1.3879853668562099,1.907475524919775
2020-11-09,0.001600678222413926,0.8393472808999394,126,0.010053212865062236,-0.8767579292212435,-0.20417985034502695,-0.051446349598080116,0.189579343445493,1.3640100517763478,1.919985249777972
2020-11-10,0.001485512162809826,0.8404154260677976,126,0.010040513548234155,-0.8548984532410424,-0.195719934400841,-0.07018381606958093,0.21761999018508293,1.361353416675304,1.905564676345203
2020-11-11,0.001606730992808953,0.8370344208227984,126,0.010133466528990158,-0.7691445189075659,-0.1719783219170474,-0.1178882101939408,0.2226613064788997,1.4853662378146808,1.8335914185680324
2020-11-12,0.0016540745602063485,0.8402959164922551,126,0.010075942889681635,-0.7253657591067963,-0.20575319048784857,-0.11239329734689685,0.24926793283742965,1.476878124640375,1.8010515895898265
2020-11-13,0.0017306770302041201,0.8394133110469318,126,0.010100171188748982,-0.7249086801211283,-0.21116178051239134,-0.11094957441957087,0.23317595536469082,1.481707303103585,1.7989097531740037
2020-11-16,0.001646133840444253,0.8373673367209629,126,0.010140023650053846,-0.750879097613526,-0.22713164697398697,-0.10014990806342969,0.19522237310372492,1.483949560090406,1.814445453716505
2020-11-17,0.0015924462478454186,0.8359729987964031,126,0.010179263970074338,-0.758858951169054,-0.2325903431338866,-0.09611429121189496,0.19943414255184844,1.4413024957295177,1.8158948710403995
2020-11-18,0.0016455979017657744,0.8349762361175783,126,0.01020220919402847,-0.7579754838113375,-0.226579034590772,-0.09703582071252198,0.19839155882099446,1.4265980014106994,1.8126392872605614
2020-11-19,0.0015890930608839368,0.8368324036846614,126,0.010151175840831072,-0.7767221093429246,-0.2396798388013976,-0.08145856604064644,0.18284861282087073,1.4160908900847626,1.8322474909763125
2020-11-20,0.0015205204948890133,0.8373189953117718,126,0.010135656991449733,-0.7766414316856318,-0.2447842390030437,-0.08077430285584519,0.19553919473618364,1.4203985622613748,1.8312154379111303
2020-11-23,0.0015666135502399342,0.8370616150691733,126,0.010150258600994626,-0.7668879674782135,-0.23986971219409403,-0.08772939312060749,0.18501384495494033,1.430597933999831,1.8216938996417862
2020-11-24,0.0014093083750632961,0.8342382174227391,126,0.010307814274722847,-0.7967483626129201,-0.26465905042404436,-0.08355098231055458,0.15193522607861942,1.4693089095101277,1.8442832336013324
2020-11-25,0.0014352579078641642,0.8346663756102757,126,0.010298435239674263,-0.7344964128019091,-0.28244225868592876,-0.11933727743270642,0.16184522797384138,1.5184810851097392,1.7891331408243354
2020-11-27,0.0016390418660840664,0.8377115674088566,126,0.01020307371044432,-0.709727339909042,-0.28771980931935276,-0.13502786569923927,0.1646875939481911,1.504170347297626,1.7723148025052335
